QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20150317_000121	Karena barrier telah dihancurkan, sesuai janjiku silahkan gunakan cable car ini sesukamu.{nl} Jika kamu meminta bantuan pada William yang ada di sebelahku, atau Cyneburg yang ada di seberang mereka akan membantumu.	결계가 부서졌으니 약속대로 케이블카는 마음껏 이용하게.{nl}내 옆의 윌리엄이나 반대편의 캔버그에게 내 이름을 대면 될 거야.
QUEST_LV_0100_20150317_000122	Barrier itu… Hmm. sejak kapan itu dibuat?{nl}Sudah ada disana sejak lama, tapi aku lupa untuk pastinya kapan?	그 결계는.. 어라. 언제 만들어 진 거지?{nl}언젠가부터 있던건데 기억이 잘 안 나네.{nl}
QUEST_LV_0100_20150317_000123	Aku yakin bertambahnya para monster akhir-akhir ini dikarenakan adanya barrier itu.{nl} 	하여간 그 결계 때문에 몬스터가 늘어나는 건 확실해.{nl}
QUEST_LV_0100_20150317_000124	Kami tidak memiliki cukup pasukan untuk menjaga daerah ini.{nl} Tidak akan ada orang yang ingin datang kesini di zaman sekarang ini.{nl}	여길 지켜 줄 병사가 너무 적어서 그래. {nl}요즘 같은 시대에 누가 이런 위험한 곳에 오려 하겠어?{nl}
QUEST_LV_0100_20150317_000125	Rolandas Jonas	롤란다스 요나스
QUEST_LV_0100_20150317_000126	Tidak ada yang tahu apa yang Great King Zachariel coba lindungi.{nl}Namun, aku yakin bukan hanya kita disini yang ingin mengungkapkan misteri ini.	자카리엘 대왕이 무얼 지키고 싶어 한 건진 아무도 몰라.{nl}확실한 건 그 비밀을 풀고 싶은 게 우리 인간 뿐만은 아니라는 거야.
QUEST_LV_0100_20150317_000127	Cepat, Lepaskan semua seal dengan menggunakan Great King's Key.{nl}Setelah itu Kamu akan mengetahui apa yang harus dilakukan selanjutnya.	어서 대왕의 열쇠로 돌다리 망터의 모든 봉인들을 풀게.{nl}그 후엔 무엇을 해야 할지 스스로 알게 될 게다.
QUEST_LV_0100_20150317_000128	Aku telah menemukan keberadaan Airine, tetapi aku tidak tahu bagaimana menyelamatkannya.{nl}Dia diikat di Rodoma 2nd Ruins, aku tidak mampu menyelamatkannya sendirian.	아이리네는 찾았지만 구해낼 방도가 없소.{nl}로도마 제2 유적지의 이상한 결계에 묶여 있는데 내 힘으론 도저히..
QUEST_LV_0100_20150317_000129	Assistant Airine	조수 아이리네
QUEST_LV_0100_20150317_000130	Aku tidak dapat bergerak sedikitpun karena barrier ini.{nl} Tolong hancurkan tiga buah barrier yang ada di Rodoma Ruins.	결계 때문에 꼼짝을 못하겠어요.{nl}어서 로도마 유적지에 있는 세 개의 결계 좀 어떻게 해주세요.
QUEST_LV_0100_20150317_000131	Belum selesai? Ah, Sial…	아직인가요? 아이 참..
QUEST_LV_0100_20150317_000132	Aku tidak menyangka bahwa aku akan terjebak dengan hal semacam ini.{nl}Sial, seharusnya aku tidak mengikutinya.	이런 거에 걸릴 줄 제가 알았겠어요?{nl}어휴, 그 남자를 쫓아갔다가 이게 뭐람.
QUEST_LV_0100_20150317_000133	Mercenary Glen	용병 글렌
QUEST_LV_0100_20150317_000134	Banyak ilmuwan yang menghilang belakangan ini.{nl} aku berusaha untuk mencari beberapa petunjuk dengan mengalahkan Sauga, bisakah kamu membantu kami?	최근 연구원 실종 사건이 번번히 일어나고 있습니다.{nl}사우가를 잡아 단서를 찾아 볼까 하는데 도와주실 수 있을까요?
QUEST_LV_0100_20150317_000135	Sauga membagi barang rampasan mereka secara adil.{nl}Mungkin kita bisa mendapatkan beberapa petunjuk dari mereka.	사우가들은 전리품을 공평하게 나눠갖지요.{nl}그 안에서 실종의 실마리를 찾을 수 있을런지.
QUEST_LV_0100_20150317_000136	Untungnya, mereka sudah terlalu tua.{nl} Ini menandakan bahwa kasus ini bukanlah disebabkan oleh para monster	다행히 아주 오래 전의 것이로군요.{nl}그렇다면 몬스터에 의한 건 아니라는 건가.
QUEST_LV_0100_20150317_000137	Tempat ini sangat berbahaya, banyak orang yang menghilang disini karena monster atau tersesat.{nl} tapi bukan itu yang membuatku tertarik.{nl}	워낙 위험한 곳이다보니 실족이나 몬스터에 의해서 실종되는 일은 번번하지요.{nl}하지만 제가 찾는 건 그게 아니에요.{nl}
QUEST_LV_0100_20150317_000138	Ketika beberapa orang menghilang, tidak satu pun orang terdekat mereka menyadarinya.{nl}Seakan-akan ingatan akan orang yang telah menghilang telah dihapus dari ingatan mereka. Menarik, bukan?{nl}	가끔 어떤 사람들은 실종되어도 다른 분들은 눈치채지 못하는 경우가 있거든요.{nl}마치 기억이 지워진 것 처럼요. 이상하죠?{nl}
QUEST_LV_0100_20150317_000139	Tolong kalahkan para monster di sekitar sini untuk menghindari hal-hal yang tidak diinginkan.{nl} Ada laporan bahwa para monster di Rodoma 1st Ruin telah berubah menjadi ganas.	그래도 혹시 모르니 이 주변의 몬스터 처치를 부탁드리겠습니다.{nl}로도마 제1 유적지의 몬스터가 난폭하게 변했다는 보고도 있었거든요.
QUEST_LV_0100_20150317_000140	Bagus sekali.{nl}Kita aman sekarang.	훌륭하십니다.{nl}당분간은 안심할 수 있겠지요.
QUEST_LV_0100_20150317_000141	Para monster datang mengepung.{nl}Sepertinya mereka sudah mengetahui bahwa aku telah terbebas.	몬스터들이 몰려 와요.{nl}제가 풀려났다는 걸 알아챘나봐요.
QUEST_LV_0100_20150317_000142	Goddess yang mengirimmu?{nl}aku tidak mengira bahwa kamu akan melindungiku.{nl}	여신께서 당신을 보낸 건가요?{nl}당신이 절 지켜줄 거라곤 꿈에도 생각 못했어요.{nl}
QUEST_LV_0100_20150317_000143	Dimana Scorpion raksasa itu? Ini sangat gawat!	그 거대한 전갈은 어디로 간거죠? 큰일이에요!
QUEST_LV_0100_20150317_000144	Aku harus pergi bertemu Dezic.{nl}ku harap kita bisa bertemu lagi lain kali.	빨리 데지크 선생님께 돌아가야겠어요.{nl}나중에 또 뵈었으면 좋겠네요.
QUEST_LV_0100_20150317_000145	Seseorang pasti melakukan hal yang aneh terhadap para monster yang melindungi Royal Mausoleum.{nl}Apa yang mereka inginkan?	누군가 왕릉을 지키는 몬스터에게 이상한 짓을 한 게 틀림없어요.{nl}도대체 무슨 속셈일까요?
QUEST_LV_0100_20150317_000146	Sir, sadarlah. Sir!	선생님, 정신 차려 보세요. 선생님!
QUEST_LV_0100_20150317_000147	New Researcher	신입 왕릉 연구원
QUEST_LV_0100_20150317_000148	Aku kehilangan bahan-bahan penelitian yang penting di  Abandoned Old Workshop.{nl} Para monster pasti telah mengambilnya, haruskah aku menyerah?	버려진 옛 작업장에서 귀중한 연구 자료를 잃어 버렸어요.{nl}분명히 몬스터가 가져가 버렸을텐데, 포기해야 할까요.
QUEST_LV_0100_20150317_000149	Aku sangat senang dapat melihat Royal Mausoleum secara langsung, namun monsternya sangat menakutkan.	왕릉을 제 눈으로 보다니, 그건 너무 기쁘지만 몬스터는 무섭네요.
QUEST_LV_0100_20150317_000150	Terima kasih banyak.{nl}Kamu juga harus memeriksa catatan repositori.	정말 감사해요.{nl}혹시 모르니 기록 저장소도 확인해 주세요.
QUEST_LV_0100_20150317_000151	Jalan masuk ke Royal Mausoleum tersembunyi disekitar gigantic canyon.{nl} dan tempat ini adalah permulaan awal untuk memasuki canyon.	이 거대한 협곡 어딘가엔 왕릉으로 가는 입구가 숨겨져 있대요.{nl}여긴 그 협곡의 시작점이고요.{nl}
QUEST_LV_0100_20150317_000152	Banyak Expert datang ke tempat ini untuk meneliti di Royal Mausoleum.{nl}Mungkin, kita dapat mencari petunjuk mengenai Medzio Diena disini.	왕릉 연구를 위해 여러 전문가들이 여기에 와 있어요.{nl}여기서 신수의 날의 실마리를 찾을 수 있을지도 모른다네요.
QUEST_LV_0100_20150317_000153	Bagaimana mungkin bisa ada banyak monster sebanyak ini di canyon sedangkan tanaman yang tumbuh di sekitar sangat sedikit?	그런데 협곡에는 식물들도 별로 없는데 어째서 몬스터가 이렇게나 많은 걸까요?
QUEST_LV_0100_20150317_000154	Bagaimana dengan permintaanku? Apakah sudah selesai?	제가 부탁한 것은 어떻게 되었나요? 아직인가요?
QUEST_LV_0100_20150317_000155	Melihat lebih jeli ke tanah.{nl} Kemungkinan jatuh ke bawah. 	땅바닥을 유심히 잘 봐주세요. {nl}혹시나 떨어져 있을지도 몰라요.
QUEST_LV_0100_20150317_000156	Hanya ini saja?{nl} Terima kasih karena telah berusaha menemukan ini, pasti sangat sulit menemukannya.{nl}Aku bisa menyalinnya lagi dari awal.	흠, 이것 뿐이던가요?{nl}이만큼 찾아주신 것도 감사해요.{nl}처음부터 다시 베껴쓰면 되니까요.
QUEST_LV_0100_20150317_000157	Jadi Niels yang mengirimmu?{nl}Aku tidak akan pergi. Aku harus meneliti wild flowers ini.{nl}	댁도 닐스가 보낸 거요?{nl}난 안 가오. 야생화를 연구해야 한단 말요.{nl}
QUEST_LV_0100_20150317_000158	Kurasa yang ku lihat adalah sebuah ilusi.{nl}Aku akan memberimu kompensasi karena telah melindungiku.{nl}	내가 헛것을 본 게로군.{nl}왕국의 광물학자로써 날 지켜준 대가로 사례라도 해야겠어.{nl}
QUEST_LV_0100_20150317_000159	Ya.{nl} bawakan catatanku dari Niels.	그렇지. {nl}닐스에게 내 기록을 받아오게.
QUEST_LV_0100_20150317_000160	Jonas bilang kepadamu untuk membawakan catatannya?{nl}Okay. Sebagai gantinya tolong bawakan beberapa obat kepadanya.	요나스님께서 자신의 기록을 달라 하셨다고요.{nl}알겠습니다. 대신 약도 함께 전해주세요.{nl}
QUEST_LV_0100_20150317_000161	Obat-obatan yang bisa membantu meringankan beban pikirannya.{nl}Davio berada di sebelah kanan dari Excavation Camp, ia memiliki obatnya.	정신을 돌아오게 하는 약입니다.{nl}조사단 캠프 오른쪽에 계신 다비오님께 약을 부탁해 놓았습니다.
QUEST_LV_0100_20150317_000162	Jonas adalah seorang kepala keluarga yang melindungi Royal Mausoleum Great King Zachariel.{nl} Dahulu dia sangat sehat, tapi sekarang tidak lagi karena sudah menua dan lemah.{nl}	요나스님은 자카리엘 대왕의 왕릉을 모시는 가문의 당주이십니다.{nl}원랜 정정하신 분이었는데 어느 날 갑자기 노망이 드셨지요.{nl}
QUEST_LV_0100_20150317_000163	Setelah Jonas pergi keluar bersama dengan pelayannya.{nl}Jonas ditemukan dalam keadaan dementia dan pelayannya masih belum ditemukan sampai saat ini.	요나스님께서 시종과 함께 시찰을 도신다며 나가시고 나서일 겁니다.{nl}요나스님은 노망이 든 채로 발견되었고, 시종은 그대로 실종되었죠.
QUEST_LV_0100_20150317_000164	Tolong rawat Jonas dengan baik.{nl}Akan menjadi masalah besar jika ia sampai terluka.	요나스님을 잘 부탁드립니다.{nl}어디 다치시기라도 한다면 정말 큰일납니다.
QUEST_LV_0100_20150317_000165	Davio berada disebelah kanan camp.{nl}Aku harap obatnya dapat bekerja dengan baik.	다비오님은 캠프 오른쪽에 계십니다.{nl}약이 잘 들어야 할 텐데.
QUEST_LV_0100_20150317_000166	Akhirnya, aku ingat segalanya.{nl} Aku adalah Kepala keluarga yang melindungi Royal Mausoleum… siapa kamu?{nl}	이제서야 전부 기억이 나.{nl}나는 왕릉을 모시는 가문의 당주.. 자네는 누구지?{nl}
QUEST_LV_0100_20150317_000167	Savior. Jika ini kehendak dari Goddess, berarti kamu pasti memiliki kualifikasi.{nl}ada pekerjaan yang harus kau lakukan, ikuti aku ke Beacon Hill Pass.	계시자라. 이게 다 여신의 뜻이라면 이 또한 자격이겠지.{nl}자네는 해야 할 일이 있으니 봉화대 고개로 따라오게.
QUEST_LV_0100_20150317_000168	Aku membuat Niels dan kamu menjadi cemas akan keadaanku...	본의 아니게 닐스에게도, 자네에게도 염려를 끼쳤구먼.
QUEST_LV_0100_20150317_000169	Aku akan menunjukkan jalannya dan kamu harus mengatasi setiap monster yang mendekat.{nl} Aku mengandalkanmu.	자네가 주변의 몬스터를 해치우면 그 틈을 타 먼저 봉화대로 가 있겠네.{nl}그럼, 부탁하지.
QUEST_LV_0100_20150317_000170	Sekarang adalah waktu yang tepat. Silahkan pergi terlebih dahulu ke Beacon Hill Pass.	지금이군. 봉화대 고개로 먼저 가 있을테니 따라오게.
QUEST_LV_0100_20150317_000171	Aku percaya bahwa kau memiliki kriteria yang dibutuhkan.{nl} Segala sesuatunya telah diarahkan oleh Goddess Laima.	난 자네가 자격이 있을 거라 믿네.{nl}모든 것은 라이마께서 이끄신 게야.
QUEST_LV_0100_20150317_000172	Akhirnya hidden treasure ini dapat diwariskan kepada seseorang.{nl} Aku menyesal tidak bisa mengenalimu lebih cepat karena kepikunanku.	드디어 이 비보를 넘겨줄 이를 찾았네.{nl}내 노망이 나버리는 바람에 진즉 알아보지 못한 게 후회스럽군.
QUEST_LV_0100_20150317_000173	Great King Zachariel mengatakan kepada kami untuk memberikan hidden treasure pada seseorang yang memiliki kualifikasi.{nl} Kamu dapat memeriksa apakah kamu memenuhi kualifikasi dengan menggunakan Eyes of Great King.	자카리엘 대왕께서는 적임자에게 비보를 내어 주라 하셨지.{nl}자네가 그걸 가질 자격이 있는지 대왕의 눈에서 확인하게.
QUEST_LV_0100_20150317_000174	Kami memiliki satu tanggung jawab lain selain melindungi Royal Mausoleum.{nl} Dan itu adalah melindungi warisan kerajaan sampai orang memiliki kualifikasi tiba.{nl}	우리 가문은 왕릉을 수호하는 일 말고도 한 가지 사명이 더 있네.{nl}적임자가 나타날 때 까지 대왕의 비보를 수호하는 것이지.{nl}
QUEST_LV_0100_20150317_000175	Kami tidak tahu apa sebenarnya isi hidden treasure itu.{nl} Great King hanya mengatakan kepada kami untuk melindunginya dan kami hanya mengikuti perintahnya.	그 비보가 정확히 무엇인지는 우리도 모르네.{nl}대왕께서 지키라 하셨으니 우리는 그 명을 따르는 게야.
QUEST_LV_0100_20150317_000176	Medicine Dealer	약재상
QUEST_LV_0100_20150317_000177	Hmm…baiklah, ada tanaman obat yang hanya tumbuh di Metos Field.{nl}Tolong bawa kepadaku.	음.. 그러면, 협곡 메토스라고 이 협곡에서만 나는 박하가 있소.{nl}그걸 가져다 주시오.
QUEST_LV_0100_20150317_000178	Metos Field adalah tempat terbaik untuk menggambalikan kesadaran seseorang.{nl} Terutama untuk pria tua yang sudah lanjut usia.	협곡 메토스는 흐려진 정신을 번쩍 들게 하는 데엔 특효요.{nl}특히 오락가락 하는 노인네라면 더욱 좋지.
QUEST_LV_0100_20150317_000179	Kerja Bagus. Kamu sangat jeli, bukankah begitu?.{nl} 	그거 맞소. 당신 좀 보는 눈이 있구려?{nl}
QUEST_LV_0100_20150317_000180	Okay. Selesai.{nl} Ambil ini dan berikan kepada davio.	자. 다 되었소. {nl}이걸 다시 다비오에게 갖다 주시오.
QUEST_LV_0100_20150317_000181	Merchant Davio	상인 다비오
QUEST_LV_0100_20150317_000182	Aku membawakan obat untuk orang tua itu.{nl}Namun aku menghabiskan banyak waktu untuk mendapatkannya. Aku akan mengenakan biaya lebih kepadamu.{nl} 	그 영감의 약은 갖고 왔어. {nl}하지만 구하느라 얼마나 힘들었다고. 추가 비용을 치뤄 주셔야겠어.{nl}
QUEST_LV_0100_20150317_000183	Gold yang dimiliki oleh para Lichenclops yang ada di daerah ini kelihatannya cukup.{nl} Bawa itu ke Medicine Dealer di Kapas Highway.	이 동네 리첸클롭스들이 가지고 있는 금붙이 정도면 될 거다.{nl}그걸 카파스 가도의 약재상에게 잔금 대신 치뤄 주게.
QUEST_LV_0100_20150317_000184	Ini sudah cukup. Davio yang mengirimmu, bukan?{nl}tapi untuk membuat obat ini efektif, aku butuh satu bahan lagi.	이 정도면 충분하군. 다비오가 보냈겠지?{nl}하지만 약효가 제대로 들을려면 한 가지 약재가 더 필요해.
QUEST_LV_0100_20150317_000185	Untuk membuat obat-obatan, aku harus menemukan penyebab dari gejala yang dialami Jonas. {nl}Hal yang lucu adalah itu disebabkan oleh magic kuno yang biasa digunakan dahulu kala.{nl} 	약을 만드려면 원인을 알아내야 하는데 이게 골치아팠다고.{nl}웃기게도, 아주 오래 전에 쓰인 마법이랑 같은 것이였어.{nl}
QUEST_LV_0100_20150317_000186	Aku mendengar rumor kalau Great King Zachariel menghapus semua ingatan para pekerja setelah{nl}menyelesaikan bangunan Royal Mausoleum. Magic itulah yang mempengaruhi Jonas. Meskipun ia juga sudah sedikit pikun.	소문으로 들은 얘기지만 자카리엘 대왕은 왕릉을 만들고 나서 모든 인부들의 기억을 지웠다는군.{nl}그게 요나스 영감한테 걸린 마법이야. 그런데 나이 때문에 노망도 온 거지.
QUEST_LV_0100_20150317_000187	Sangat sulit untuk mendapatkan obat untuk pria tua itu.{nl}Namun, tidak ada yang tidak bisa saya capai.	그 영감의 약을 구하는 게 얼마나 힘들었는 줄 알아?{nl}하지만 이 다비오님께서 구할 수 없는 물건은 없지.
QUEST_LV_0100_20150317_000188	Semua akan selesai bila kamu melelehkannya ke dalam madu yang kamu bawa.	자네가 가져온 걸 벌꿀술에 녹이면 완성이지. 가져가게.
QUEST_LV_0100_20150317_000189	Obat itu sungguh manjur. Buat dia untuk menelannya.	그 약은 잘 들으니까, 어떻게든 입에 넣기만 하면 될 거야.
QUEST_LV_0100_20150317_000190	Kamu terlambat.{nl} apakah kamu bawa laporanku?	늦었군. {nl}내 기록들은 가지고 왔나?
QUEST_LV_0100_20150317_000191	Pergi ke Abandoned Old Workshop.{nl} Ada orang tua yang sering berkeliling disana, aku rasa itu Jonas.	참, 버려진 옛 작업장으로 가봐.{nl}웬 노인이 혼자 돌아다닌다고 하던데 요나스 영감인 것 같아.
QUEST_LV_0100_20150317_000192	Apa itu? Baunya seperti madu yang difermentasi.	그건 뭔가. 벌꿀 술 냄새가 나는군!
QUEST_LV_0100_20150317_000193	Aku merasa pusing.{nl} Apa yang sedang kulakukan disini? 	머리가 아프군.{nl}여기서 난 뭘 하고 있는 거지? 
