QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.
QUEST_UNUSED_20150317_000148	Kembali untuk meyakinkan Soul of the barrier.	영혼의 관문을 확인하고 돌아온다
QUEST_UNUSED_20150317_000149	Berbicara dengan Lost Spirit.	길 잃은 영혼과 대화
QUEST_UNUSED_20150317_000150	Untuk berbicara dengan Lost Spirit untuk mendaki sepanjang jalan di utara.	북쪽길을 따라 올라가 길 잃은 영혼과 대화한다
QUEST_UNUSED_20150317_000151	Aku akan berbicara dengan Lost Spirit.	길 잃은 영혼과 대화한다
QUEST_UNUSED_20150317_000152	Perawatan Red Plastic Machine.	붉은 푸라기 처치
QUEST_UNUSED_20150317_000153	Aku melakukan perawatan Red Plastic Machine.	붉은 푸라기를 처치한다
QUEST_UNUSED_20150317_000154	Berbicara kepada Regret Souls.	미련 많은 영혼과 대화
QUEST_UNUSED_20150317_000155	Aku akan berbicara dengan Regret Souls.	미련 많은 영혼과 대화한다
QUEST_UNUSED_20150317_000156	Perawatan Black Sakumori.	검은 사크몰리 처치
QUEST_UNUSED_20150317_000157	Aku akan mengalahkan Black Sakumori.	검은 사크몰리를 처치한다
QUEST_UNUSED_20150317_000158	Perawatan Kurosaka Molly.	검은 사카몰리 처치
QUEST_UNUSED_20150317_000159	Periksa Owl Image.	부엉이 조각상 확인
QUEST_UNUSED_20150317_000160	Aku akan memeriksa Owl Image.	부엉이 조각상을 확인한다
QUEST_UNUSED_20150317_000161	Kalahkan monster yang berkelompok.	몰려드는 몬스터 처치
QUEST_UNUSED_20150317_000162	Aku akan mengalahkan monster yang berkelompok.	몰려드는 몬스터를 처치한다
QUEST_UNUSED_20150317_000163	Berbicara dengan Sacred Owl Image.	신성한 부엉이 조각상과 대화
QUEST_UNUSED_20150317_000164	Aku berbicara dengan Sacred Owl Image.	신성한 부엉이 조각상과 대화한다
QUEST_UNUSED_20150317_000165	Gereja Kematian	데스모두스 처치
QUEST_UNUSED_20150317_000166	Memeriksa Gereja Kematian.	데스모두스를 처치한다
QUEST_UNUSED_20150317_000167	Nelayan, dan bagian pemulihan DP.	피셔맨에게 신성력조각 회수
QUEST_UNUSED_20150317_000168	Nelayan, itu memperoleh kembali bagian dari DP.	피셔맨에게 신성력조각을 되찾아온다
QUEST_UNUSED_20150317_000169	Red Fisherman Killed	붉은 피셔맨 처치
QUEST_UNUSED_20150317_000170	Berbicara dengan Gloomy Owl Image.	우울한 부엉이 조각상과 대화
QUEST_UNUSED_20150317_000171	Aku berbicara dengan Gloomy Owl Image.	우울한 부엉이 조각상과 대화한다
QUEST_UNUSED_20150317_000172	Periksa Empty Owl Image.	텅빈 부엉이 조각상 확인
QUEST_UNUSED_20150317_000173	Aku akan memeriksa Empty Owl Image.	텅빈 부엉이 조각상을 확인한다
QUEST_UNUSED_20150317_000174	Perangkap Penghilang Jiwa.	영혼의 함정 제거
QUEST_UNUSED_20150317_000175	Kamu ingin menghapus dengan mencari perangkap jiwa.	영혼의 함정을 찾아서 제거한다
QUEST_UNUSED_20150317_000176	Load treatment of Necroventer.	네크로벤터의 부하 처치
QUEST_UNUSED_20150317_000177	Aku akan mengalahkan Load of Necroventer.	네크로벤터의 부하들을 처치한다
QUEST_UNUSED_20150317_000178	Load treatment of Soul of Hunter.	영혼 사냥꾼의 부하 처치
QUEST_UNUSED_20150317_000179	Kalahkan Key Keeper Hello Vendor.	열쇠 지기 헬로우벤터 처치
QUEST_UNUSED_20150317_000180	Aku mendapatkan key dengan mengalahkan Key Keeper Hello Venter.	열쇠 지기 헬로우벤터 처치하고 열쇠를 획득한다
QUEST_UNUSED_20150317_000181	Key Keeper	열쇠 지기
QUEST_UNUSED_20150317_000182	Load of Hollow Vendor.	할로우벤터의 부하
QUEST_UNUSED_20150317_000183	Berbicara dengan Soul of Assistant.	길잡이 영혼과 대화
QUEST_UNUSED_20150317_000184	Aku berbicara dengan Soul of the Assistant.	길잡이 영혼과 대화한다
QUEST_UNUSED_20150317_000185	Aku mengalahkan raksasa yang mengganggu.	방해하는 몬스터를 처치
QUEST_UNUSED_20150317_000186	Aku sudah mengalahkan monster yang mengganggu.	방해하는 몬스터를 처치한다
QUEST_UNUSED_20150317_000187	Mengalahkan sisa-sisa Necroventer.	네크로벤터의 잔당 처치
QUEST_UNUSED_20150317_000188	Mengalahkan Black Slime.	검은 슬라임 처치
QUEST_UNUSED_20150317_000189	Aku akan mengalahkan Black Slime.	검은 슬라임을 처치한다
QUEST_UNUSED_20150317_000190	Periksa lokasi yang mencurigakan.	의심스런 장소 확인
QUEST_UNUSED_20150317_000191	Aku sudah memeriksa lokasi yang mencurigakan.	의심스런 장소를 확인한다
QUEST_UNUSED_20150317_000192	Selama batas waktu, pertahanan wilayah.	제한 시간동안 지역방어
QUEST_UNUSED_20150317_000193	Aku bertahan selama batas waktu menahan serangan monster.	제한 시간동안 덤벼드는 몬스터의 공격에서 살아 남는다
QUEST_UNUSED_20150317_000194	Berbicara dengan Soul of Unknown Name .	이름 모를 영혼과 대화
QUEST_UNUSED_20150317_000195	Aku akan berbicara dengan Soul of Unknown Name.	이름 모를 영혼과 대화한다
QUEST_UNUSED_20150317_000196	Kalahkan monster yang menghalangi jalan.	길을 가로막는 몬스터 처치
QUEST_UNUSED_20150317_000197	Kalahkan BiteRegina.	비테레지나를 처치하세요
QUEST_UNUSED_20150317_000198	BiteRegina treatment	비테레지나 처치
QUEST_UNUSED_20150317_000199	Werewolf muncul.	웨어울프가 나타났습니다
QUEST_UNUSED_20150317_000200	Kalahkan Werewolf yang muncul tiba-tiba.	갑자기 나타난 웨어울프 처치
QUEST_UNUSED_20150317_000201	Kalahkan Werewolf	웨어울프 처치
QUEST_UNUSED_20150317_000202	Kalahkan Hamin	하밍 처치
QUEST_UNUSED_20150317_000203	King Ma mencari yang menguasai Mage Tower.	마법사의 탑을 점령한 마군주 찾기
QUEST_UNUSED_20150317_000204	Tolong cari Helgasercle yang menguasai Mage Tower.	마법사의 탑을 점령한 마군주 헬가세르클을 찾아보세요.
QUEST_UNUSED_20150317_000205	Bertemu dengan Item Merchant of Fedimian	페디미안의 도구상인 만나기
QUEST_UNUSED_20150317_000206	Berbicara dengan Swordsman Master yang tiba-tiba muncul .	갑자기 나타난 소드맨 마스터와 대화
QUEST_UNUSED_20150317_000207	Entah bagaimana, Swordsman Master ingin mengatakan sesuatu. Bicara dengannya.	어떤 이유인지 당신의 앞에 소드맨 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000208	Hidden Quest Muncul.	히든 퀘스트 발생
QUEST_UNUSED_20150317_000209	Hidden Quest telah muncul. Kalahkan Banshee di belakang pintu yang tertutup di Katyn.	숨겨진 퀘스트가 발생하였습니다. 카틴의 밀실에서 밴시를 사냥하세요.
QUEST_UNUSED_20150317_000210	Ujian dari Swordsman Master sudah selesai. Temui Swordsman master di Klaipeda.	소드맨 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 소드맨 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000211	Kalahkan Banshee	밴시 처치
QUEST_UNUSED_20150317_000212	Wizard Master tiba-tiba muncul dan bicara dengannya.	갑자기 나타난 위저드 마스터와 대화
QUEST_UNUSED_20150317_000213	Entah bagaimana, Wizard Master ingin mengatakan sesuatu. Bicara dengannya. {nl}	어떤 이유인지 당신의 앞에 위저드 마스터가 나타났습니다. 대화를 나누어 보세요.{nl}
QUEST_UNUSED_20150317_000214	Temukan Wizard Master.	위저드 마스터 찾아가기
QUEST_UNUSED_20150317_000215	Ujian dari Wizard Master berhasil diselesaikan. Berbicara dengan Wizard Master di Klaipeda.	위저드 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 위저드 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000216	Berbicara dengan Archer Master yang tiba-tiba muncul.	갑자기 나타난 아처 마스터와 대화
QUEST_UNUSED_20150317_000217	Bow Master ada sesuatu yang ingin dikatakan. Bicara dengannya.	어떤 이유인지 당신의 앞에 아처 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000218	Muncul Hidden Quest. Kalahkan Banshee di belakang pintu yang tertutup di Katyn.	숨겨진 퀘스트가 발생하였습니다. 카틴의 밀실에서 밴시를 사냥하세요
QUEST_UNUSED_20150317_000219	Berhasil menyelesaikan tes dari Archer Master. Berbicara dengan  Archer Master di Klaipeda.	아처 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 아처 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000220	Berbicara dengan Cleric Master yang tiba-tiba muncul.	갑자기 나타난 클레릭 마스터와 대화
QUEST_UNUSED_20150317_000221	Cleric Master ingin mengatakan sesuatu. Bicara dengannya.	어떤 이유인지 당신의 앞에 클레릭 마스터가 나타났습니다. 대화를 나누어 보세요.
QUEST_UNUSED_20150317_000222	Berhasil menyelesaikan tes dari Cleric Master. Bicara dengan Cleric Master di Klaipeda.	클레릭 마스터의 시험을 무사히 마쳤습니다. 클라페다에 있는 클레릭 마스터를 찾아 가세요.
QUEST_UNUSED_20150317_000223	Gatekeeper Owl ingin mengujimu. Bicara dengan Gatekeeper Owl.	문지기 부엉이는 당신을 알아보고 반가워 합니다. 문지기 부엉이와 대화해 보세요.
QUEST_UNUSED_20150317_000224	Diperoleh dari Cathedral of Marble Sculpture.	대성당에서 대리석 조각 구하기
QUEST_UNUSED_20150317_000225	Berbicara dengan Owl Image dari Gatekeeper Owl, dan kembalikan ke Sculptor Tesla. Dapatkan kembali Sculpture of Marble dari Cathedral of Monsters.	문지기 부엉이의 말로는 부엉이 조각상들은 조각가 테슬라에게 은혜를 갚고 싶어 한다고 합니다. 대성당의 몬스터에게서 대리석 조각을 구하세요.
QUEST_UNUSED_20150317_000226	Memberikan Marble Sculpture ke Sculptor Tesla.	조각가 테슬라에게 대리석 조각 전달
QUEST_UNUSED_20150317_000227	Sepertinya telah mencari potongan Marble sculpture secara cukup. Bawalah potongan Marble sculpture kepada Tesla yang merupakan Sculptor yang ada di Rhombuspaving.	대리석 조각을 충분히 구한 것 같습니다. 마름포석골에 있는 조각가 테슬라에게 대리석 조각을 가져다 주세요.
QUEST_UNUSED_20150323_000228	Memasuki Kule Peak	쿨레 고개 진입
QUEST_UNUSED_20150323_000229	Berpindah ke Kule Peak	쿨레 고개로 이동한다
QUEST_UNUSED_20150323_000230	Mengumpulkan Urns yang bertebaran di pintu masuk Kule Peak 	쿨레 고개입구에 흩어져 있는 유골함을 모아온다
QUEST_UNUSED_20150323_000231	Sepertinya telah mencari potongan Marble sculpture secara cukup. Bawalah potongan Marble sculpture kepada Tesla yang merupakan Sculptor yang ada di Vieta gorge.	대리석 조각을 충분히 구한 것 같습니다. 비에타 계곡에 있는 조각가 테슬라에게 대리석 조각을 가져다 주세요.
QUEST_UNUSED_20150714_000232	Walau begitu, tolong habisi monster yang ada di sekitar sini.{nl} Terdapat laporan bahwa monster telah berubah menjadi ganas di Rodoma 1st Ruins.	그래도 혹시 모르니 이 주변의 몬스터 퇴치를 부탁드리겠습니다.{nl}로도마 제1 유적지의 몬스터가 난폭하게 변했다는 보고도 있었거든요.
QUEST_UNUSED_20150714_000233	Pokoknya, bagus. {nl} Aku membutuhkan Soul of Essence yang dimiliki oleh jiwa yang bergentayangan di Grave of the Unknown Soldier.{nl} Karena tidak masalah mendapatkannya dengan cara apapun, maka dapatkanlah Soul of Essence dari mereka.	어쨌든, 좋습니다. {nl}무명용사의 무덤에서 방황하는 망령이 가지고 있는 영혼의 정수가 필요합니다.{nl}무슨 수를 써도 상관없으니 그들에게 영혼의 정수를 받아 주시지요.
QUEST_UNUSED_20150714_000234	Tetapi hal yang kuinginkan adalah jiwa yang murni.{nl} Taruhlah dua buah Soul Stone yang kau bawa pada Treasures of the soul, lalu lakukan pemurnian.	하지만 제가 원하는 것은 순수한 영혼입니다.{nl}가져오신 두 개의 영혼석을 성물함에 넣고 정화했으면 합니다.
QUEST_UNUSED_20150714_000235	Metal board yang baru saja ditemukan.. Bagaimana pun sepertinya tersisa bagian selanjutnya.{nl} Metal board yang kutemukan itu adalah semuanya padahal, masalah besar ini.{nl}	조금 전에 찾아 주셨던 금속판.. 아무래도 다음 부분이 남아있는 것 같아요.{nl}제가 찾은 금속판은 그게 전부인데 큰일이네요.{nl}
QUEST_UNUSED_20150714_000236	Ah, masih terdapat satu tempat yang belum ditemukan. Polsas Highway.{nl} Maukah kamu mencoba pergi kesana?	아, 아직 한 군데 찾지 않은 곳이 있기는 해요. 폴사스 가도요.{nl}그곳에 한 번 가 봐 주실래요?
QUEST_UNUSED_20150714_000237	Apakah semuanya berjalan baik?{nl} Pemikiranku cukup pendek sepertinya.	잘 되어 가시나요?{nl}제 생각이 좀 짧았나봐요.
QUEST_UNUSED_20150714_000238	Ini adalah material penelitian. Gantikanlah Gitis dan berkata untuk memberikan material penelitian kepada Cyromancer Master.	연구 자료입니다. 크리오맨서 마스터에게 기티스 대신해서 연구 자료를 준다고 말씀하시면 됩니다.
QUEST_UNUSED_20150714_000239	Terdapat seseorang raksasa yang memimpin para Wood Goblin itu.	저 우드 고블린들을 통솔하는 거대한 녀석이 있습니다.
QUEST_UNUSED_20150714_000240	Entah apakah dapat menemukan Giant Wood Goblin secara langsung di tempat ini Laukyme Swamp.{nl} Jika bertemu, walaupun sulit tolong habisi dia.	이곳 라우키에 저습지에서 자이언트 우드 고블린을 마주치실지도 모르겠군요.{nl}그렇게 된다면 힘드시더라도 꼭 없애 주시기 바랍니다.
QUEST_UNUSED_20150714_000241	Ia adalah lawan yang kuat dan bertubuh besar. Berhati-hatilah.	덩치에 걸맞게 강력한 녀석입니다. 부디 조심하십시오.
QUEST_UNUSED_20150714_000242	Jika bermaksud menghadapinya, kuanjurkan untuk melakukannya bersamaan dengan orang lainnya juga.	녀석을 상대하시게 된다면 다른 사람들과 함께 하시기를 권합니다.
QUEST_UNUSED_20150714_000243	Sudah kukira kamu dapat mengalahkannya...{nl}Tuan Savior sangatlah kuat diluar perkiraanku. Sungguh mengagumkan.{nl} Jika bersama dengan tuan Savior, maka restorasi monastery sepertinya hal yang mudah.	그 녀석을 쓰러뜨리실 줄이야...{nl}계시자님은 제 생각 이상으로 강력한 분이시로군요. 감탄했습니다.{nl}계시자님과 함께라면 수도원 수복도 손쉬운 일이 아닐까 싶군요.
QUEST_UNUSED_20150714_000244	Sedang menyusun handout	유인물 배치 중
QUEST_UNUSED_20150714_000245	Sedang membakar api	불 붙이는 중
QUEST_UNUSED_20150714_000246	Notice/Telah menyerahkan Soul's urn kepada Weak Owl Statue	Notice/영혼의 유골함을 약한 부엉이 조각상에게 전달했습니다
QUEST_UNUSED_20150714_000247	Sedang memasang kunci	열쇠 설치 중
QUEST_UNUSED_20150714_000248	Sedang memasang umpan	미끼를 놓는 중
QUEST_UNUSED_20150714_000249	Sedang memasang herbicide	제초제 사용 중
QUEST_UNUSED_20150714_000250	Notice/Hancurkan Supply Box dan lacaklah Vube yang kabur!#10	Notice/보급품 상자를 파괴하고 도망간 부베를 추적하세요!#10
QUEST_UNUSED_20150714_000251	Notice/Lacaklah suku Vubbe yang kabur!#8	Notice/도망간 부베족을 추적하세요!#8
QUEST_UNUSED_20150714_000252	Notice/Berpindahlah ke area berikutnya#5	Notice/다음 지역으로 이동하세요#5
QUEST_UNUSED_20150714_000253	Notice/!/Bunuhlah Lepus yang menghalangi jalan!#8	Notice/!/길을 막고있는 레푸스를 처치하세요!#8
QUEST_UNUSED_20150714_000254	Notice/Telah membunuh Lepus yang menghalangi jalan!#8	Notice/길을 막고있는 레푸스를 처치했습니다!#8
QUEST_UNUSED_20150714_000255	Sedang membakar	태우는 중
QUEST_UNUSED_20150714_000256	Kalau tak terlihat tidak dapat dibaca	보이지 않으면 읽을 수 없어
QUEST_UNUSED_20150714_000257	Menjinakkan Bom(1)	불발탄 처리(1)
QUEST_UNUSED_20150714_000258	Bertanya tentang bagaimana cara menjinakkan.	어떻게 처리하는지 대해 묻는다.
QUEST_UNUSED_20150714_000259	Berkata jinakkan dengan kemampuan sendiri.	알아서 처리하라고 한다.
QUEST_UNUSED_20150714_000260	Menjinakkan Bom(2)	불발탄 처리(2)
QUEST_UNUSED_20150714_000261	Berkata akan menjinakkan Bom	불발탄 처리하겠다고 한다.
QUEST_UNUSED_20150714_000262	Sampai seekor terakhir	마지막 한 마리까지
QUEST_UNUSED_20150714_000263	Berkata akan berusaha keras.	노력해 보겠다고 한다.
QUEST_UNUSED_20150714_000264	Bagaimanapun orang seperti itu sulit diatasi dan ditolak.	아무래도 그런 녀석은 벅차다며 거절한다.
QUEST_UNUSED_20150714_000265	Menjinakkan Bom	불발탄 처리
QUEST_UNUSED_20150714_000266	Telah menemukan Bom setelah mengelilingi Sentry Bailey. Bertanyalah kepada Sapper Master mengenai cara untuk menjinakkan Bom.	전초구역을 돌아다니가 불발탄을 발견했습니다. 불발탄을 처리할 방법에 대해서 새퍼 마스터에게 물어보세요.
QUEST_UNUSED_20150714_000267	Sapper Master bermaksud menjelaskan mengenai cara menjinakkan bom. Bicaralah dengan Sapper Master.	새퍼 마스터가 불발탄 처리 방법에 대해서 설명하려고 합니다. 새퍼 마스터와 대화하세요.
QUEST_UNUSED_20150714_000268	Melepaskan Bom	불발탄 해제하기
QUEST_UNUSED_20150714_000269	Ambillah Bomb dengan menggunakan Bomb Removal Kit sesuai dengan yang diajarkan oleh Sapper Master.	새퍼 마스터가 알려준대로 폭탄 제거 도구를 사용해서 불발탄을 회수하세요.
QUEST_UNUSED_20150714_000270	Berikanlah Bomb yang telah diambil kembali pada Sapper Master.	회수한 불발탄을 새퍼 마스터에게 전달하세요.
QUEST_UNUSED_20150714_000271	Sepertinya Jeffry masih memiliki sesuatu yang perlu diperhatikan. Cobalah bicara dengannya.	제프리는 아직 신경쓸 것이 남은 것 같습니다. 그와 대화해 보세요.
QUEST_UNUSED_20150714_000272	Bunuh Giant Wood Goblin	자이언트 우드 고블린 처치
QUEST_UNUSED_20150714_000273	Keffry telah meminta tolong untuk menghabisi Giant Wood Goblin yang memimpin para Wood Goblin.	제프리는 우드 고블린들을 통솔하는 자이언트 우드 고블린을 처치해 줄 것을 부탁했습니다.
